815:3,239,395,726,837,1567,2361,2868,5025,5312,5584,5889,6284,8074,9480,12482,12632,13681,14330,14758
817:1102,1762,2570,5421,8688,10996,14136,14756,18274,19529,20631,21154,26834,27383,38636,40885,41190,42241,43722,47387
818:6346,8930,12465,14809,14877,15707,24256,26179,32681,41632,43983,68649,71000,86098,3412,4940,6524,13188,19232,35223
823:4856,16269,20173,21433,22970,23042,30549,43342,47257,52955,61025,82065,82585,93623,105183,111391,120603,8273,9854,17708
825:34187,45135,56246,94587,96,209,543,855,1109,3546,3680,4282,5219,5346,5414,5444,5643,6131,7814,8057
833:1190,42352,470,1338,3505,4008,4765,4816,4853,5060,5076,5701,6992,9059,9598,12915,13969,16366,16967,21181
835:1242,4137,12579,33506,35447,55318,57536,65304,92825,111173,3,239,395,726,837,1567,2361,2868,5025,5312
838:28371,45281,84808,113566,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
844:1181,1752,1939,2338,2984,3981,5569,6292,7210,7741,8118,9205,11137,12665,15749,17024,18215,20015,25839,37703
850:546,4068,6632,13390,30906,55906,75000,75002,84709,22,278,354,657,1044,1499,2430,2976,5438,5638,9482
856:3686,5944,20849,23372,24131,32357,63937,106160,116792,8633,29704,35608,38247,44764,45534,54337,58961,61130,63914,67569
857:443,624,1936,3006,3597,4276,5725,5900,7080,7283,7459,11444,11743,13624,13720,16909,20182,20311,23061,24274
874:923,7812,18512,18781,60222,61580,77172,90630,92686,111350,111627,8838,37758,56028,57888,72001,4349,9203,11160,12742
891:254,2638,4932,7194,17934,22134,81900,83675,88980,112071,116449,122068,0,0,0,0,0,0,0,0
899:2883,7792,36467,38781,51767,70121,83250,104366,120101,246,1116,1897,2024,5996,8355,8457,8788,18578,36859,41204
900:9337,9831,13384,18365,18392,26550,31337,31454,32463,40539,41149,54540,68232,71706,94066,95279,96449,117866,42514,80826
911:4856,16269,20173,21433,22970,23042,30549,43342,47257,52955,61025,82065,82585,93623,105183,111391,120603,6680,19715,8411
918:61651,66439,122912,19715,361,4068,6632,13390,30906,55906,75000,75002,84709,410,2420,4012,4249,5395,5503,6527
925:6958,7208,13784,22624,28072,29572,30917,44338,44610,45503,99000,103608,106292,113115,116983,119923,41,107,1091,5484
926:11776,15282,19470,23683,28045,50326,57276,62067,107049,3631,3781,4005,7821,15961,16728,18835,19614,42258,42906,46980
937:361,4068,6632,13390,30906,55906,75000,75002,84709,16451,17087,18458,20114,21422,24284,24784,27883,28897,31887,33990
949:0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
964:15235,764,1703,5193,10323,11114,15306,16536,16725,17849,21635,23156,23780,23957,30735,31024,33174,33831,35936,36446
970:2656,9093,14636,10589,10740,33801,36227,39096,40295,47175,49357,54214,58256,59184,72675,74278,83938,85138,98583,115742
977:35,2317,5903,7004,7811,8304,10756,12244,13250,13925,14923,17054,17258,18441,20576,21692,22641,22901,23243,25877
981:8492,55307,90790,44318,75917,94,165,503,508,849,1382,1881,2038,2801,3093,3250,3288,5689,6603,7735
982:3303,3330,16287,17365,20697,27315,27534,41059,51094,54795,59417,60243,66232,67966,71691,84538,90487,92856,97879,107822
984:91,2408,49467,54052,57274,71558,1855,6760,15061,19918,32948,46633,49589,50630,105550,105869,30844,715,2121,4205
992:4856,16269,20173,21433,22970,23042,30549,43342,47257,52955,61025,82065,82585,93623,105183,111391,120603,2438,4020,16771
993:256,2354,4093,4332,16141,26437,27635,29280,62814,81569,101261,92069,5859,7806,11506,13022,13826,19224,19257,19935
998:3966,3984,4314,4692,6144,6988,7557,9526,11034,11186,15538,16565,20869,21650,24200,24408,25346,30454,32663,32876
1000:210,389,1680,2427,8290,19181,23094,26115,27268,34418,46042,46502,51943,53451,54480,56729,57069,59014,62822,63170
1007:7437,7682,11941,18558,22330,22452,23047,26333,28288,31103,31921,41067,49364,49958,57188,69998,82854,114917,117413,370
1027:75389,95096,1013,1727,28387,95211,15623,26792,30004,32677,35878,43099,47721,48554,68414,76707,83136,84072,103098,109494
1028:68497,116620,1829,3795,5511,6899,7271,8649,10459,11208,11888,12362,13357,18525,21873,22348,29745,30747,34077,35735
1044:27134,93412,106052,3844,98754,133,11667,48738,52720,61395,65820,71356,74881,79537,84658,99395,119290,946,3890,5759
1045:7463,30086,44279,57560,80990,81044,93288,116739,346,1464,5015,5753,6036,6420,6586,6897,7559,9304,10133,10410
1049:2545,5287,113729,3838,34192,83435,102176,107337,111787,86744,43728,104010,116211,16919,70267,98291,8574,9981,10048,27923
1068:33762,101069,27327,31830,32611,76343,1130,2446,3426,4218,4807,5241,5975,6359,6880,7675,7828,13267,14246,19304
1069:2447,3180,3634,3829,4126,4941,6098,8209,9322,10342,11132,11641,12841,13388,15395,16155,17198,18220,22703,24211
1070:6,6830,12910,14414,44415,49718,51279,62175,72016,79539,90500,92678,95354,115499,4491,7391,12517,13546,25993,29823
1082:6726,8004,37600,43649,46191,7256,17823,19501,30660,51103,60051,69895,70395,71108,80271,87053,90828,109808,114122,115434
1083:0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1088:3197,15477,17143,1208,2484,6242,22818,51318,54128,77076,3233,42352,5859,7806,11506,13022,13826,19224,19257,19935
1094:227,3631,3781,4005,7821,16728,18835,19614,42258,42906,46980,49940,50037,55313,56569,57045,57601,60759,63694,66119
1116:22801,39619,89977,115140,3,239,395,726,837,1567,2361,2868,5025,5312,5584,5889,6284,8074,9480,12482
1121:9120,11017,15167,17669,19122,25601,31244,35863,46256,63725,74826,70332,0,0,0,0,0,0,0,0
1125:2341,3084,22741,30225,37009,50801,51246,54133,77910,81517,98948,106402,114993,11713,24001,42096,58666,78026,1252,1555
1127:4813,35412,38446,44185,45792,56957,61291,79141,86590,88002,90579,91315,116420,96,209,543,855,1109,3546,3680
1132:5009,7530,7984,9287,36958,41245,46860,50665,55812,56035,56406,65037,79954,213,1009,1708,2239,2597,8934,16515
1133:6303,7031,7736,18872,40496,51645,59899,63621,16451,17087,18458,20114,21422,24284,24784,27883,28897,31887,33990,45710
1140:147,151,493,578,813,1811,1822,2535,2615,3067,4619,5343,5882,6511,6868,7059,7477,7974,8543,8964
1141:1652,6574,8075,13733,16611,19852,21311,23308,27638,31772,32070,34167,34814,38620,46776,49125,51871,55785,57822,58338
1148:41672,58184,63673,64304,77480,83073,92614,93245,111070,112136,14153,1130,2446,3426,4218,4807,5241,5975,6359,6880
1153:443,624,1936,3006,3597,4276,5725,5900,7080,7283,7459,11444,11743,13624,13720,16909,20182,20311,23061,24274
1163:0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1166:8369,27281,52790,58136,96874,107096,185,353,2268,4934,7149,16514,20711,24187,24738,28682,29097,37322,64940,67790
1172:58,73,101,289,530,1313,1804,2424,2469,2542,3160,4174,4669,6513,7222,7270,10247,10415,11881,12440
1192:2447,3180,3634,3829,4126,4941,6098,8209,9322,10342,11132,11641,12841,13388,15395,16155,17198,18220,22703,24211
1204:29,269,302,495,749,915,1476,1494,1653,2578,2903,3234,3615,3751,3804,4025,4227,4255,4536,4563
1208:1025,4708,6323,7329,15919,17231,20950,31016,43046,44360,64974,70802,78736,90993,110759,116136,116200,121546,123064,3141
1209:6109,21681,29447,36757,43084,49954,68949,69180,86,356,1515,3017,3163,4497,5514,5925,5929,8291,9996,11406
1234:11859,12240,32124,60756,74894,93207,3612,5718,13380,19083,25302,27363,31804,31867,34351,35508,37182,38464,38914,40612
1236:14518,14718,32798,42988,46507,66754,67876,74507,75642,115879,1030,2289,4322,28020,35025,39631,41690,41994,45615,53252
1245:6294,27977,29938,43308,53878,82454,109847,120781,3,239,395,726,837,1567,2361,2868,5025,5312,5584,5889
1263:7437,7682,11941,18558,22330,22452,23047,26333,28288,31103,31921,41067,49364,49958,57188,69998,82854,114917,117413,58
1267:346,1464,5015,5753,6036,6420,6586,6897,7559,9304,10133,10410,10857,12629,14037,14247,17460,17895,19231,20822
1269:1747,11884,88371,3107,23191,4060,52334,81690,4568,21771,68050,68990,81055,106333,34129,106146,109744,6568,7859,8225
1288:31508,51853,57908,74535,87616,95607,97859,105279,109653,1017,0,0,0,0,0,0,0,0,0,0
1295:227,3631,3781,4005,7821,16728,18835,19614,42258,42906,46980,49940,50037,55313,56569,57045,57601,60759,63694,66119
1296:5859,7806,11506,13022,13826,19224,19257,19935,20899,21593,23492,28326,36526,40301,67829,83981,91246,109,366,380
1302:246,1116,1897,2024,5996,8355,8457,8788,18578,769,4013,8532,10581,15836,16127,24720,28104,36065,39649,40538
1305:14897,79994,136,294,843,1001,1217,1930,2151,2185,2691,3429,3614,3622,4643,4886,5239,6353,6546,6593
1342:88,1463,2257,4251,4753,5347,9581,11677,13113,13171,14556,15283,17250,17706,18663,18711,18871,20443,23484,24711
1382:10215,10616,1679,17584,95487,104549,497,827,1205,3618,3977,4991,5676,17682,19015,21260,21498,23713,23959,27055
1389:61636,75115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1391:26376,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1397:11772,3910,12078,12589,17071,19095,27338,34202,54073,55253,98886,8940,12200,30184,30516,44505,56983,87897,95778,100318
1402:18515,19241,35802,39162,44226,58274,66908,97174,104212,107646,108594,114667,1603,13488,47806,76889,118304,136,294,843
1405:106442,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1407:84377,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1408:88,1463,2257,4251,4753,5347,9581,11677,13113,13171,14556,15283,17250,17706,18663,18711,18871,20443,23484,24711
1409:7437,7682,11941,18558,22330,22452,23047,26333,28288,31103,31921,41067,49364,49958,57188,69998,82854,114917,117413,2289
1412:750,1693,4615,5634,6078,9391,9679,12563,13876,15015,15227,17127,18784,26372,26595,26804,28343,37735,38471,38985
1413:1260,1359,3652,4275,7066,8404,9846,11945,12570,15212,19420,19932,29891,30068,41522,50026,54192,57070,73362,94303
1418:13342,25003,35632,48211,3854,4678,6800,12647,22518,34642,98540,1252,5767,410,2420,4012,4249,5395,5503,6527
1419:2217,17927,29764,55551,63203,110046,117111,119,410,2420,4249,5395,5503,6527,7217,9160,11503,11594,12935,19763
1420:806,825,4767,7630,9472,17118,18707,19804,24079,29366,30820,33656,39027,47077,49107,50346,57270,62576,65575,66145
1427:3966,3984,4314,4692,6144,6988,7557,9526,11034,11186,15538,16565,20869,21650,24200,24408,25346,30454,32663,32876
1430:2064,4123,4353,5277,10037,30155,33594,38947,39353,43831,73609,86364,94080,102488,6849,8811,42345,42967,70542,83817
1431:4278,9240,13684,17473,17831,20126,22424,22623,24089,28884,31698,1388,2861,3184,4292,5521,6094,7415,7764,15261
1435:96,209,543,855,1109,3546,3680,4282,5219,5346,5414,5444,5643,6131,7814,8057,10110,10676,11127,22272
1437:776,6766,10075,12379,12892,20850,41349,79107,79573,93602,1351,2481,3847,13151,24381,25270,32210,37509,42662,51824
1441:67843,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1447:96,209,543,855,1109,3546,3680,4282,5219,5346,5414,5444,5643,6131,7814,8057,10110,10676,11127,22272
1448:20302,43332,103540,46690,68952,77410,88402,100488,118605,0,0,0,0,0,0,0,0,0,0,0
1457:1764,5009,7984,9287,36958,41245,46860,50665,55812,56035,56406,65037,79954,179,553,834,901,1126,1545,2045
1458:96,209,543,855,1109,3546,3680,4282,5219,5346,5414,5444,5643,6131,7814,8057,10110,10676,11127,22272
1469:443,624,1936,3006,3597,4276,5725,5900,7080,7283,7459,11444,11743,13624,13720,16909,20182,20311,23061,24274
1477:8019,9212,9413,11670,28248,33619,44797,55244,9042,10816,16386,35163,35960,36043,36398,40478,48807,52165,59620,67266
1486:15623,26792,30004,32677,35878,43099,47721,48554,68414,76707,83136,84072,103098,109494,17622,45287,2634,5890,7887,9173
1490:246,1116,1897,2024,5996,8355,8457,8788,18578,889,6793,16049,26062,10702,16261,21677,39000,39362,44552,47888
1491:58617,114815,3,239,395,726,837,1567,2361,2868,5025,5312,5584,5889,6284,8074,9480,12482,12632,13681
1500:816,1215,2278,3008,5530,6749,6837,12474,18885,19484,31785,35774,42838,54702,59871,65018,65472,66262,82147,68379
1503:470,1338,3505,4765,4816,4853,5060,5076,5701,6992,9059,9598,11535,12915,13969,16366,16967,21181,32095,59379
1517:27097,80218,95331,111233,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1518:346,1464,5015,5753,6036,6420,6586,6897,7559,9304,10133,10410,10857,12629,14037,14247,17460,17895,19231,20822
1535:246,1116,1897,2024,5996,8355,8457,8788,18578,3686,5944,20849,23372,24131,32357,63937,106160,116792,98038,58598
1551:1679,17584,95487,104549,1913,40263,3905,4950,12578,14940,19253,21053,30069,44066,44488,46787,70966,71590,75603,81459
1552:10906,15294,19245,29723,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1553:2423,14645,16559,22138,32096,37680,39823,41591,44531,73987,84594,85074,115488,167,544,1387,3420,3642,4596,6801
1559:26905,58518,3,239,395,726,837,1567,2361,2868,5025,5312,5584,5889,6284,8074,9480,12482,12632,13681
1560:96,209,543,855,1109,3546,3680,4282,5219,5346,5414,5444,5643,6131,7814,8057,10110,10676,11127,22272
1561:96,209,543,855,1109,3546,3680,4282,5219,5346,5414,5444,5643,6131,7814,8057,10110,10676,11127,22272
1562:470,1338,3505,4765,4816,4853,5060,5076,5701,6992,9059,9598,11535,12915,13969,16366,16967,21181,32095,59379
1569:61052,69468,62843,23600,37445,57809,67311,81376,109858,119844,22823,34829,46621,96768,2851,4450,6321,7164,12504,14816
1570:1231,4423,5575,7243,7841,8156,30794,36128,39013,87100,3486,7074,11066,11821,27346,30970,50127,53564,58046,64663
1588:46420,50311,80185,91208,97112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
